,Number of trajectories,AUROC,AUPR,state estimator
5,6,0.9111555555555555,0.5923534648388205,particle filter
6,7,0.8974666666666666,0.542153354143789,particle filter
7,8,0.9120888888888888,0.5116506468394587,particle filter
8,9,0.9306666666666666,0.5482185740622064,particle filter
9,10,0.9446222222222223,0.6214332753950137,particle filter
10,11,0.946,0.6667014028856102,particle filter
11,12,0.9373777777777778,0.5762386659122352,particle filter
12,13,0.9516888888888888,0.682411415871903,particle filter
13,14,0.9456444444444445,0.6081078944473023,particle filter
14,15,0.9490666666666667,0.616998947454433,particle filter
15,16,0.9524444444444444,0.6115539689322993,particle filter
16,17,0.9684,0.7096082161855501,particle filter
17,18,0.9625333333333334,0.6876141120514931,particle filter
18,19,0.9806222222222222,0.8491468146016894,particle filter
19,20,0.9754666666666666,0.7982406075022511,particle filter
20,21,0.9661333333333333,0.7139287166936997,particle filter
21,22,0.9660888888888889,0.696231087279545,particle filter
22,23,0.9655555555555555,0.7397341512473807,particle filter
23,24,0.9714666666666666,0.7610253116569354,particle filter
24,25,0.968,0.7261095148128563,particle filter
25,26,0.9827111111111111,0.8505101080992039,particle filter
26,27,0.9851555555555556,0.8329664510938308,particle filter
27,28,0.9707555555555556,0.7694023156804871,particle filter
28,29,0.978488888888889,0.8246084126672415,particle filter
29,30,0.9788444444444444,0.7698386225252231,particle filter
0,1,0.7408,0.2475669654221314,particle filter
1,2,0.7607111111111111,0.30926325861468384,particle filter
2,3,0.8273333333333334,0.4563650100448448,particle filter
3,4,0.8715999999999999,0.5446239884044803,particle filter
4,5,0.8936888888888889,0.5113543721594914,particle filter
5,6,0.9043555555555556,0.589296186613051,particle filter
6,7,0.9242666666666667,0.6681369367294193,particle filter
7,8,0.963111111111111,0.796089811773971,particle filter
8,9,0.9572888888888889,0.8159720343175129,particle filter
9,10,0.9543555555555555,0.7455193196134695,particle filter
10,11,0.9640888888888889,0.7650787685112459,particle filter
11,12,0.9778222222222221,0.8768552903164398,particle filter
12,13,0.9814666666666667,0.8935686971653362,particle filter
13,14,0.9772888888888889,0.8811970207474497,particle filter
14,15,0.9806222222222222,0.9000108610976925,particle filter
15,16,0.9901777777777777,0.9283541184811929,particle filter
16,17,0.9907111111111111,0.9286046779349624,particle filter
17,18,0.9895111111111111,0.9576893263169228,particle filter
18,19,0.9942222222222222,0.9565962235524874,particle filter
19,20,0.9895999999999999,0.9562796983789961,particle filter
20,21,0.9991111111111111,0.9933498850645005,particle filter
21,22,0.9976444444444443,0.9819922317494626,particle filter
22,23,0.9969777777777777,0.9744497384392907,particle filter
23,24,0.9978666666666667,0.9840368763207437,particle filter
24,25,0.9981777777777777,0.9862809812463985,particle filter
25,26,0.9992,0.9936783569667678,particle filter
26,27,0.9999555555555555,0.9996039215686274,particle filter
27,28,1.0,1.0,particle filter
28,29,1.0,1.0,particle filter
29,30,1.0,1.0,particle filter
