,Number of trajectories,AUROC,AUPR,$p_{e}$
19,20,0.4867111111111111,0.08837611844467153,0.5
20,21,0.44,0.08589863851622231,0.5
21,22,0.3909333333333333,0.07484669551160814,0.5
22,23,0.4690666666666667,0.08568769450964465,0.5
23,24,0.47288888888888886,0.08582446404607236,0.5
24,25,0.4371555555555556,0.08170590526339015,0.5
25,26,0.4150666666666667,0.07762318318999795,0.5
26,27,0.3669777777777778,0.07203032315168328,0.5
27,28,0.46275555555555553,0.08423672798188993,0.5
28,29,0.4088,0.07724270021705262,0.5
29,30,0.43795555555555554,0.08084747912749572,0.5
0,1,0.4407333333333333,0.0853714338645683,0.5
1,2,0.3959999999999999,0.07725466977125346,0.5
2,3,0.3870222222222222,0.07559778847734867,0.5
3,4,0.40022222222222226,0.07623721577702752,0.5
4,5,0.4080888888888889,0.07928947938328168,0.5
5,6,0.3334222222222222,0.06874307801134932,0.5
6,7,0.3154222222222222,0.06696304760251856,0.5
7,8,0.3285777777777778,0.06908170852934217,0.5
8,9,0.39728888888888886,0.07571926727521144,0.5
9,10,0.31884444444444443,0.06724281191196674,0.5
10,11,0.3448444444444444,0.07070033358830799,0.5
11,12,0.23404444444444447,0.06068463125454245,0.5
12,13,0.2472,0.06143865731367536,0.5
13,14,0.29977777777777775,0.06583209252621369,0.5
14,15,0.2596,0.06261564754932515,0.5
15,16,0.20653333333333335,0.0589296835917871,0.5
16,17,0.26942222222222223,0.0631015983911889,0.5
17,18,0.2526222222222222,0.06214350874301329,0.5
18,19,0.22653333333333334,0.06081412236292265,0.5
19,20,0.2983555555555556,0.06603006901132635,0.5
20,21,0.23084444444444444,0.060511664208568745,0.5
21,22,0.18133333333333335,0.05811781443667384,0.5
22,23,0.20813333333333334,0.05921341462400126,0.5
23,24,0.16884444444444446,0.057533362896222275,0.5
24,25,0.20471111111111112,0.05956866177294292,0.5
25,26,0.17773333333333333,0.05796774110160254,0.5
26,27,0.1884,0.05831454172229887,0.5
27,28,0.21884444444444445,0.06118751102256666,0.5
28,29,0.2139111111111111,0.06030131240234721,0.5
29,30,0.18204444444444445,0.058489903730020505,0.5
0,1,0.5586222222222222,0.12740826262856425,0.5
1,2,0.5653777777777778,0.1341169988472753,0.5
2,3,0.6693777777777778,0.22265995896281682,0.5
3,4,0.5837777777777777,0.12094295014310735,0.5
4,5,0.6267555555555555,0.18381456994342044,0.5
5,6,0.6658666666666666,0.17672326769019853,0.5
6,7,0.7095111111111111,0.2504631606124778,0.5
7,8,0.6073777777777778,0.16827796218067304,0.5
8,9,0.7241333333333334,0.19632998797035314,0.5
9,10,0.6719555555555556,0.17276756967638862,0.5
10,11,0.6447555555555555,0.16431768094492644,0.5
11,12,0.6740444444444444,0.19269919486443826,0.5
12,13,0.6177333333333334,0.18092641432272222,0.5
13,14,0.7784888888888889,0.28065577004483755,0.5
14,15,0.6600444444444444,0.16182505006330045,0.5
15,16,0.6906222222222222,0.18423953351592567,0.5
16,17,0.7284,0.19760042612023354,0.5
17,18,0.7114666666666667,0.21073212974322977,0.5
18,19,0.7720888888888889,0.24419959679998954,0.5
19,20,0.7710666666666668,0.23171958323410322,0.5
20,21,0.7697777777777778,0.2142780495742126,0.5
21,22,0.8142222222222222,0.2623028253701921,0.5
22,23,0.7895555555555556,0.23461524247168164,0.5
23,24,0.7908000000000001,0.2545953357535835,0.5
24,25,0.8057333333333333,0.28508064328644167,0.5
25,26,0.7816444444444445,0.2566984134869192,0.5
26,27,0.8303555555555555,0.2737144646184498,0.5
27,28,0.8036444444444444,0.2462441697429547,0.5
28,29,0.7514222222222223,0.18751411198585333,0.5
29,30,0.8156888888888889,0.23642771114946073,0.5
0,1,0.5622888888888888,0.147926254579687,0.5
1,2,0.6692888888888889,0.177285117497054,0.5
2,3,0.6752,0.19769772617673528,0.5
3,4,0.7026222222222223,0.23811091714760768,0.5
4,5,0.6911999999999999,0.21547815674742715,0.5
5,6,0.6904444444444444,0.18683647138325415,0.5
6,7,0.7898666666666667,0.26480861170681713,0.5
7,8,0.78,0.23583232531791515,0.5
8,9,0.7224888888888888,0.2347532364799043,0.5
9,10,0.7216,0.20414371851510338,0.5
10,11,0.7570222222222223,0.3735264624536538,0.5
11,12,0.7548,0.2316809485456369,0.5
12,13,0.7788,0.35906668221677573,0.5
13,14,0.8542666666666666,0.3414708626736296,0.5
14,15,0.7777777777777778,0.254540721359258,0.5
15,16,0.7848444444444445,0.22929409934796166,0.5
16,17,0.8165333333333333,0.3087209973388513,0.5
17,18,0.7988,0.3134572102786361,0.5
18,19,0.8501777777777778,0.4216942640480861,0.5
19,20,0.8407555555555555,0.3691756958890376,0.5
20,21,0.8249777777777778,0.3431706145374119,0.5
21,22,0.8711555555555556,0.493460623281309,0.5
22,23,0.8435999999999999,0.4388318708844599,0.5
23,24,0.8788444444444444,0.431965679310501,0.5
24,25,0.8094222222222222,0.31137993389638363,0.5
25,26,0.8766666666666667,0.47086170924449966,0.5
26,27,0.8248444444444445,0.33083404613193185,0.5
27,28,0.8918222222222222,0.4637856033186411,0.5
28,29,0.8874222222222221,0.5475299589122716,0.5
29,30,0.8788444444444444,0.4491230715300533,0.5
